+----------------------+------------+------------+----------------------------------------------------------------------------------------------------------------------------------+
| Name                 | Year       | Day Month  | BLAKE2b hash                                                                                                                     |
| Ruta                 |       1996 |      17.05 | 19792A97216EBAA7E0A0F15C52D2F6D64FF11D37F26C871A32E54DB187313E19D54F856066B9B9691CFC58596F9EE0418EEFE96B81602326D13BB48BE35090EF |
| Greta                |       1987 |       8.08 | 22FA4C5694940D7155861285D51D28D1641F96F5CF1BDCDAF117E33A1F7724475101A265523E10556DDA0A9947C3C59ECFD68B84421B7E12DE0BB2A180C190CC |
| Juozas               |       1985 |      17.12 | 252289D7A4333ABB80026934DD76040C904344DDA7BF5AE2BC89A44E912B2CFDBDD695F45A5D78DC224E3D772CFB888920DD043ABA0CE59D5BC18DD28D2B0EBC |
| Ruta                 |       1985 |       6.06 | 26A7941814E7E5D6507C92E4D48AB4F9A1EB8C34D6DAA47007E9F136E4B65C2F7D7EE129984ECC4E94F44056C57BA21556C42AE795438D81BB63025FD5B9F0FD |
| Juozas               |       1984 |       9.05 | 272B55C46E7C080E2DE16C57B37509542820971B6D30EE5CB50C4F7780FA0BD6437A3CDC3E34FEBA82CF8D01C39D6E53CA187097F60C685840B1C8B7D560C3DB |
| Juozas               |       2004 |      18.07 | 2EBEA4DE34207B715F54E998130C0AA3E1534ACD92C3E69F19A53B72435DA8C24ABCE9CFA667E086DEFB70FAED2701BA8679E4CC8A54D19513025C02D73B745A |
| Bulve                |       1987 |      21.08 | 2F2D6B8E0414FFFF9D7D90A33C1CDF49C03091B9A9409E05D6A13B2E002A9D5613880D5BAD9F20EB19A09F14C45227A88A859C7833E79E66876854D44CDB223A |
| Bulve                |       1989 |      10.04 | 2F3045C2DB317A15B46D6F514387517B5384D2F04115C1C3E5590E2C95DA1FFEC545064184C0F422C1EE59100679294CE8D8F309231AEC016B75B620E366650E |
| Greta                |       1989 |      22.04 | 333254214F811933EC0557D74AFB84D809D3441CF20713B4254D6BF7216D09F739DFF0DBC026B3B76D7F55A514921A71FF7C8666BD5E7EEBA4FA6E3C57A4C67E |
| Stasys               |       1986 |      18.01 | 33BAF2C22EDD0E7B06D609FE33DBC2BE415CECC968473A6E59A0769E5E3C13271F09D95A2A5D48F13274F0FE7F373094B6DD8101A0FA5126A25BC17EFB5DF8BE |
| Anastasija           |       2021 |      12.06 | 362C0370E48A09CE0D4A72CD6BCC145A10C38F5313E92E38D944F8EDC9AE77D9BE59DBF7DA20F303CB6319AE1D54AAA73411AAC7F1CC689170B1849763DED89A |
| Juozas               |       2013 |      16.10 | 36C6CAA90B42FBFB9172E9A404884C0FAF2E396292C798A97F56D52E964A79809307B1F40B7766C5073AD544DD5E694A0CF551EE17C04EA7F3FC4400F8B9761F |
| Juozas               |       1980 |      14.01 | 3A255A8A66A84E5D2C0D5B1B70D07037F25603DEE6A27D4DBFB9CD2C3FF1C2B50B1A9C7B85BE9745E8A21A56EA3CDE48BD01D0B41877CF0D93CD67235AF5705A |
| Petras               |       1985 |      30.06 | 3ADBD47A436AA672EA9FC575340B728D39A162F95EED59A852EAE6F6E3FF9CE86BEC7E826A22C4836E5B922F04868D568532B7BA4D09C5913097078475649E6B |
| Stasys               |       2003 |       6.12 | 3CCE42F88EDED85FC90F29AD09A0F15B770268335F7512C1446CA1CFBD792B9EAD508752C0906E1A4D326A0CBD554D8252023A072F120529EFA7B546702D179A |
| Stasys               |       1990 |      13.05 | 3E56F21979FD5B70B1AC5EA107CE5DB43E18F0E1A0E6ED6D004B7AA9B479E07792E2B4A5573022ABB359321D535DD927F06C1C9DFE707CBE5C7CB1CE3835A35B |
| Juozas               |       1998 |      10.07 | 3EB7039972938773AD9C813056DDE3A6AE5C2CBEAD525867BB2EB1426C7CA3032763022586E92EB4787688992C075B2280963EC29378A0295495A2CEFCC2205F |
| Antanas              |       1986 |      29.07 | 401F9AA28D937163BBE724D4B8B9252D089EB2EF25D2A43C819E0DC4D424A0D081061A47387DF2E64445726BD06D2161575543AC07225A17BFFC06200B9F25CE |
| Petras               |       1996 |       8.05 | 40783D335CF83D90C2E24A4B146B55FAA86B6CA37B7FDACB5681F820B6A04E47DEEEEC65F3F7F545F4EA4C615B070D684562B5421B1033D6AA7808561F00686C |
| Rugile               |       2018 |       9.09 | 4178C7B85A181FB4077DF6F124A73F2A3980DAFE5C9459A09FE2C9AEAE3FE869357A7627F8AA059C1EC77D12D9CEDE836A5CDD45E6BDA5ABABF6BBF712EADF7F |
| Jonas                |       1986 |       9.01 | 435FE8DBD37BC22D3B4F277F201C9D1D9BEAA204B18A69FEC67B5FA86485481281BF9DAE7687ED0DB788C18A1A69AE57F38FB84627C3EAE1F27D48EAE04C140D |
| Ruta                 |       1986 |      11.07 | 4AD58E086470D0FFADFB28B309CBBACCB684E307D48698BC0DB83FA64B3751772D685DE3C8BD7974C6C74230C3650082292BFEBF5AF337C9BE919060173156EC |
| Rugile               |       1986 |       7.07 | 4B500E6D8B359A1D8FA493A86D5002DE82EA1CD3D4E80A7C1E84EC56E3BAF1468304F228D4457CA6274F829674E8FDA64DD287ABBBD7EF2C9A3C756EC5EFF76B |
| Rugile               |       1985 |      30.12 | 4E6777031FCF23B99687120E177EEE4A02693AC8BC7B47C4CF291FDDBDB90F410300CDB750FBCFEF87EAA7D82C5540397FA94C7DC2B42EDA1BD7CAC988B32A7E |
| Antanas              |       1993 |      14.02 | 512013135830DBEE0F34DA1B8CC7A2EAEED3AD51BAA71A857500EBC5846D87F57F104639201E996403E6A8DA401C28FBABB1A94687DC5B4A206E2431C2989AFF |
| Bulve                |       2014 |      15.05 | 51A7D43AB971487FC8695DAEED6832845F82CE38D2C9CBB05401DE9F31C9B45256CFDB786D3464C474FBCEF132077C3CD02F5340043A74DCF5E7501946014FCC |
| Antanas              |       2010 |       2.01 | 53CC6A4A4B014E9A2E83421320E5535D838E331A75D4604F4F84D8C348C20ED026E6B360AD5FF45F13590E2ACFAFC3163D9F5CF372BC7F684B6523B37CC0678A |
| Greta                |       2002 |      17.11 | 59E7EFCFFF6D5FFBBE871B91A4A76E4D65ED6682B5EF979FF711572248161918C14C0B240A0330174222B844DF1512DF7C9CF2CDF0558365FA13B8AA2A6A8E6D |
| Anastasija           |       2012 |      13.03 | 6094369BDF5CECDEF9675CEF7C893714C63C9EDF09F283ED9961DC271E0303E87822518AE3070DFAC52866173260C400F9D6DD52CA2828FB698858E0DC96374A |
| Rugile               |       1987 |      12.08 | 66CEA0CBF199B1130F2F59A0D411ED5B3166E8B4FDF0E8CC8490971ADED127F7A8BA5E56932503FCD9A956F3FAB4755564C39188625FF43202BD2AAA38750E9B |
| Rugile               |       2014 |       6.05 | 67E79EF7B99F9164E3CB57EBC3BA5BE24EA67CCB75C3DB35B9111B14860C99CED7801EB231249247D59EA580CB7DEF0B8A62A3E2BAD7F5B409EFBB2E72C2859E |
| Petras               |       1998 |      21.01 | 6B1701992FBF21FEAC82B64BF8AC76B0A8920EE9D2026FA5D965B3CD7EB822C3D33A60D9CF835835433CC7F90E49BB5ED57426E9B5F36B56090BF3E59C7BF25A |
| Bulve                |       1981 |      13.08 | 6CF1AF129E6826F143A8740F7443B7B02F13ED1BA34A51CC31535989454CCA4C08FDD6136874C78A5301A245D3EC68E55AEFE09CBFEA35B72DAA92D87746342D |
| Greta                |       1997 |      11.12 | 706F4DFC3BF38C8503534D5799E79FE8FE3C4F9B0A3419B52A36D540FD391805F306989C2D04C19816BE5788791D491E9F1892718F683A105AA287672A21597F |
| Ona                  |       2013 |      16.04 | 717A15C4323E0B5A18037238D1C6F52651A68C34CB159AC9C396CCD88AADC0F7AE5BD48B6AD6A5E3C54918F989ECD86E80D78169B76CCE551100E4111285562A |
| Ruta                 |       2000 |      15.09 | 71BF2F6A1F09584424D79A27A4446E91F59CA2828348D3E3B5CD75124CD696E5F1AE44F602EBEB01B73CED5EAB316448F128863247020C3E27E852BA49CA156F |
| Bulve                |       2001 |      22.10 | 7631EBFA2E480081BC7A7160B43C46A506F225FB094110D61D2A5683E95AE6A62C91155A8A4D3C77005F17E7542F95EC272733EF60C1CCA738D47256AF415ADD |
| Antanas              |       2015 |       5.12 | 7C45089A90506A7ECFCA65934CD080A9C905688352951A7511C3958CBB66C3CF3AEAEA3BFB2A75FA8E6D08751E4878A36FED0D276D7C23C99E0B9FCE63EA034C |
| Petras               |       1983 |      15.10 | 87E29BE90F30DE236B008B7E5320F87155D3A98953C57E7A33C43C0973BFB00760822F4708648D3A1497625E5BD46307629663DFEB597E26FF1962A0BC72979D |
| Petras               |       2011 |      14.08 | 88E1F25510D2D559F9408C24E1CAA3C2A0C5434A15C840149CC07385E68C2A0E8AA64BDEF11646D9913C5043983B12DEFCCDEB245009BA8E54940A6A7D61435C |
| Juozas               |       1993 |       7.08 | 89AD80C68E30C83A16A74BBB222B6F6575BE01F93F84D303334C885E9652FED9FEE5D631A562125378BD4FFFFDC2EA1B9177100FEB3E1C5590EE900620E2988E |
| Ona                  |       1988 |       2.03 | 89FD8EDC101E07B2F2E69B39335EA212BA1513E46F4F543C9FB1AA67BBCC238059C949BB874C80E2D3B28A57EAD79FC96CFFA7BAF86DB75957E38C523A6C8B1A |
| Ruta                 |       2006 |      27.09 | 8BB1544A8D6B70374DCB9425BBB0FFFFC0AD6CDEA99B38CA13195356B9592058449364B203C8FE2AF2153970F6332F7EDED71128FCA84D5DC97D3967A8F1A05B |
| Bulve                |       1990 |      11.11 | 8FC7E56B5AFDB4323C38EAA3262CFD237EEC74A7866BE0C10FB7CCEFAA26E063D405892B7D2EE18EDB3A5B377AEA4E5516E2CECB4D3FFD0022BC8D45E3A515FC |
| Anastasija           |       1994 |      21.09 | 912E59DBFF6DE12DB63489B78B997F05799D5FB6BC79CE4DA1DE9A798457B9578649D18EFEAD3F15E5B4798F4FF49D04F5FDEF9B13D008D8709CF58750226F4A |
| Jonas                |       1988 |      27.09 | 94F873F1DE4E9436978628D497876A331E8E45F221E4B59716B395CB73738486C655451346CA63B111E16348290292586EBA3D091603BE493BD89CD142532F5D |
| Ruta                 |       1993 |      14.02 | 94FADDDD599F39F4CE5305F4D0F9AF925392E33F97B9DF7DA4279069EE49FECF56BAF2D4AC2B79008A4899F09D64A4D108D42021E17CCB184CACA0E66E4C0C8A |
| Stasys               |       2012 |       4.03 | 95217A48FB8E09EA3920AA959D5829AB3862383D572322B7DBE7FB62065164154FA738E1F2B5B77C38819475AC9100478A8835D04D70DC6F6C58FCE83734709A |
| Petras               |       2002 |      16.05 | 965541C2B6EA7E9521065732C1693C8CF06A73A2A70179D4BCEEE49CF58586070C2680723A9948899B093117F192771D24767A43719E7A55ACB858FD4C4F907E |
| Greta                |       2006 |       9.03 | 9F8A3117686EE586A316F3B8D7B6F411CD84AD4B4BB9F33648AFB03C1B2CF0E2BB621CF119677BFAF3F15ADF793DE38096FDD039AACC15E654E5DBBB25666F1E |
| Petras               |       1994 |      27.09 | A20FDF012017D07888322433EEF19F0B927F83821639C06A2178A919305178BA9BC12E2E2119CCBDD62577A82F7D6EE1EEFAC70B67E6EF26B793D7718FB0C90B |
| Rugile               |       2003 |      30.06 | A56C973DC9A85E7BB7A93FFC7B65AD0A3BC5B7FCC2C492C8EDFDE7A864FD03B4878BF48B8602492364E6819BC8EA32A68FADF219CE88053761F9E81377E8C74F |
| Rugile               |       1983 |      22.04 | A56FB9CD8F2665637F8B2253F41F5C5E07B1A0EC55EAB68EC84D69829E52C76C4D4A0FDD2BA7037CB02FFAC4207BE39C32B60D53645C2432AC5960AD5495EA9B |
| Stasys               |       1984 |       5.05 | A7033AB7C5BF152DD24E080F48DF8668C0FF0CD02D16F73DD4CB228B64BBE70D65492A2BDC4846249045F5A3DE513AD5DDD8C173D6132F55D5FE93EFB44A21BD |
| Ona                  |       1993 |      14.02 | AB2B283374DBABF41A07E79ACFB84AFB6AEC9D5DFD99708FA69771717D265037DCD026CF3DB39820A73748E5D34D13E462607CC60D8B4365348C1833E1ABD8CA |
| Ona                  |       2011 |       1.08 | AC0D768E2D6919C8D8315D85E675F95657BD246780388C502F48B3A3AF49D093CC3A8DD41B51013C6CC4CDC71736BE7C4BC64E882D3072FAB1CBED3D66DA865A |
| Greta                |       1988 |      21.09 | ACF76019FBEC1978189FC3A52754A66DCD9852B9C62A4D15B24A0F93AA556C731E1A9C0E4152AB6F5AAF1292A3D57220A1D51934A0A204CF2E869C885EC3950D |
| Stasys               |       2016 |      30.07 | ADFFB3F74BFA3F122038399A82A0843C7C5EE81820469CE7AF829B921129281C31FA8EAFE42038C47DB09AACF2B93043E165AB6359381C09FF74FE7AE4A55DAB |
| Ruta                 |       1995 |       9.10 | B04B15816F9B88AE590A77A3A4D67D51AE31AA3EA72864958F35F7EFB5581ED26E6975BCDB1CA1999DA48A743F12A202EA97506D4F1F4F4397E4FEA3638C9EFA |
| Jonas                |       1999 |       2.08 | B28B8960AC02905EAEDCE89672A7648B3DDC9C250126EF9C0E062961A928BE4862AA528376663E0E0C32E39CA2430FE46A30A888E42A9B4220718D0FD3A71B8F |
| Anastasija           |       2020 |      11.11 | B2A0E0264D4D6C9360BDD312C9B8BB8DAB425A52F6BEDA3768E998C48D5EC4BF38353043791D8EF1F8BDFFCBCBACB4766DB1A7D6F1FB81F8AFCD4695EA199C9F |
| Stasys               |       1997 |      29.12 | B849239745CC504B5820577159C58EB1765C429795E1362730E17EF14BCD076836FE0512A6F0C2041466DF4B3AEE42EA692ADFE3603C0568B3FC53D323B1BFBA |
| Stasys               |       2017 |      10.02 | B88EF219C41AE6E0B89B9D86A97EA468A153A4B9B88AC7042416E7BAAEC614563F3DBBE2C54465657847A6F3492DAC24AFF00AE77E74AE9C1367A8B6EE57C20B |
| Stasys               |       2008 |      11.11 | BD9133EB1F33CFC76E76923297D65EBFA0E0A530325D34840E0E3CFD8D5F7F05944335D4C166C914DB4CFA681A31F586CAA8E3C3A7773903C55E73917ED989CC |
| Ruta                 |       1987 |      22.02 | C5D82A4A8E949B98243FA563F9AB90658BAEA195822F8AE5930B3C758BF2A159ACDDCF04066937336CF9C52C0936B1255E89E77A3327777D4BE4ED442AD8788C |
| Bulve                |       2000 |      14.03 | CB96B15A72314DBF44FEC784AF7C579D1421EF72D9CE088CFADBD104FE3343C7731F533FC7E7CD85D2B02FCD2E66283E8A5AD22598F1E4F4EA4D78DE745F22AD |
| Jonas                |       2010 |      13.07 | CC70BBBF5A4B9EFEC1242D5F409C660590B90F36DA0C35B065658A093225E645948131A3D4C5001EC3EDF9DBD5D94120F9187255FD76C3F862D2E8A4B73693FA |
| Jonas                |       2017 |      10.02 | CC70BBBF5A4B9EFEC1242D5F409C660590B90F36DA0C35B065658A093225E645948131A3D4C5001EC3EDF9DBD5D94120F9187255FD76C3F862D2E8A4B73693FA |
| Jonas                |       1993 |      25.08 | CF43FB419E124F4E0C2E5DB96203557A7E3292F52B1540DA916C308FB854A5F1846D952281BAE2A4351CCD2183DDCA1D55F91FA7BB200F6375896B406864C6DA |
| Stasys               |       1999 |      11.08 | CF84CD0EC880307728B829896AF1462E66B0CC49ACD8DA7D0505FBC6B461C4BB0D0DF29F69AF4FAE1762CB55A730A3C1472FDC1D644E6449C565B8AB0969350A |
| Stasys               |       1983 |      28.10 | CFD27FDD18B1A3DC066384D21BE885665AA79B825BD579BAAAAF742E6EE431A4864C72780D1965B17E04AA7ABC9C10B77FC15BE1EB4F567FAAE43D5A07B956EE |
| Anastasija           |       1998 |      12.01 | D49FBED4A9B90457A54BFFCE7C4241690368075434E064737A41B6562B38374F029048963A7C55E46B4E2E8D160039861449FAE7A4F3F4C4632F5FB7B3AD2BEC |
| Ona                  |       2006 |       3.09 | D813F7C0886F939348B33B5FA646C9DABCEB9A4399A0A921765FE8E2C6CEC9276B40F5ADA90C31C57766A78DB7D9A3739BD33E968BED21B996D44C29B6A81B9C |
| Antanas              |       2001 |       4.10 | DD06A1B3D4C466C61BF470981A54730531C7401CDB61FC1DC5D24847040FDA40164C17DC9C76EE5BF0FC45517DE722691434566DE23D54D8F7A2C4BFB434852C |
| Greta                |       2013 |      25.10 | DDF37FB5054689335C95A5FC32B70D8C584EA39D478627A79B670976953622118BC03C319EC71B20075AC90B53BD32C85C86D0127EFD03D961F6116D00DDD0ED |
| Jonas                |       2008 |       5.11 | DF4FC9CDBFF280B5F7093D27CE653AE5E8A1C651723F127579A92BF38A168C5D532A7D802A598B5FB905AC90F53ADD8846629E3337DE42439A2668E2DF9DDB0C |
| Anastasija           |       1983 |       6.10 | DF840DDD2F75C2A5DA777677DA6AC3DA127D0E22621280495E3D6B47BB335077A3D8F74D6DFB6AB2A75268A80B7AF73FE46EF12B10F06C1FF509B8645816041F |
| Rugile               |       2008 |      29.05 | DF9A267C73532B293839697836B100FE9990AB731DA0D3C76B07F133BEDB5E383A505136C8202362E4C30BFC2FF36B2E9BF761BFCEAF88906CAFF20F849C6ECD |
| Greta                |       1986 |      31.01 | E67BCB4BF3781515AC92C144381C418155DFD5B035A8313F06D764EE9E05E3178741D721741E45780918860E3EB2B3683F0B0C9F53E1FA263876B982C9820F7E |
| Bulve                |       2009 |      18.06 | E764D356DA1957585C3201ED54FA83F5EC10AFBE1861EF1EBDC09D7FD933850C4ECD5345675A207575E77826E3EAD2A0021D6CF926C7B93DC53E2C2F9F6B718A |
| Jonas                |       1980 |       1.01 | E9A45AD4735C51B49F5B8DFA157F7BEE703AFBE808ECEB36E919366DBA7235A41280D94C052F413848E0F3709FF92A9229CBDEE28DD3F344662ABA6895AAECFC |
| Anastasija           |       1981 |       2.02 | F39F3BBB01C956B992ED8C231AE92AB85221A8ADDE30A3A2091E6F802EE60A2F6FE16F996B672AF0E103ED74553E02615E8561973AD40D53DBC9C99FA7010C3F |
| Ona                  |       1986 |      20.07 | F7309BCA5BA24CC0BB20B8D4DE906ECEB6706BA5A3289CB2F131BA3C3E278ED036D263FBBCC8E70BB9B6E645EB1637F9415A843F8AE27E7F37B7EB4F3897A11B |
| Stasys               |       2006 |      27.03 | F7C4311410127A55221C11F6CF5413ED0728052FDF6A65FB543B1D22047319E155913767B4D34B2D9CB1B401D1193C4F5E6EC50BACD9883B3851129D60EA6EFB |
| Petras               |       2009 |       1.12 | F7CDF2EBD7EC9F516F565D1025EF1C3C4BEA4120284804CEAA8850BC4627949EE382F281EDF63D06F9818E986BC73EF8CC2CF3DB1EF09BD28D7B3B745DA3551F |
| Greta                |       1998 |      19.07 | F82EF0BD314CB68633C0ED9172FF9FB8BA5A173502AAC3C23D5F782D3F94F57FF07C484AE21462AD3B02A231C5D54AD0F97D8F7F8A5361F44FC022415352EB3E |
| Greta                |       1991 |       3.12 | F8D06D22FA01C58249D9AADF9B54CC1900E466230F2033D4A948D2279894DB7AF9EE89038F96BFEC5F1CD82F3E71563B4A2C0DD5299ADA571C1A1BDBDF8BCDFD |
| Ruta                 |       1998 |      30.01 | F9EF650C9D5932B0BF11F4EFA3A8C71E45523DE69054E209B6B8DB9629F2F0167CFCCBA139F5C78A5CAFD05F15A52FC8FFDF202B343DDD4EEA4C09758F546F3A |
| Rugile               |       1992 |      15.07 | FDC4E6E327E848F708C45834F91077A15223D954DD12957D3D42FF57B7A23DD1C78BBC4EE92A11B0753DE4FCBE0156D529C3025A80403171BE1C15F12F106FDE |
+----------------------+------------+------------+----------------------------------------------------------------------------------------------------------------------------------+
| Users total: 100                                                                                                                                                                  |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
